id,reader,number,name,read_surat_link,download_surat_link,surat_time
,16,42,Surat  Ash-Shuraa,https://www.quran.com/42,https://download.quranicaudio.com/quran/thubaity/042.mp3,11:53
,16,43,Surat  Az-Zukhruf,https://www.quran.com/43,https://download.quranicaudio.com/quran/thubaity/043.mp3,13:39
,16,44,Surat  Ad-Dukhan,https://www.quran.com/44,https://download.quranicaudio.com/quran/thubaity/044.mp3,05:42
,16,45,Surat  Al-Jathiyah,https://www.quran.com/45,https://download.quranicaudio.com/quran/thubaity/045.mp3,07:11
,16,46,Surat  Al-Ahqaf,https://www.quran.com/46,https://download.quranicaudio.com/quran/thubaity/046.mp3,09:37
,16,47,Surat  Muhammad,https://www.quran.com/47,https://download.quranicaudio.com/quran/thubaity/047.mp3,08:43
,16,48,Surat  Al-Fath,https://www.quran.com/48,https://download.quranicaudio.com/quran/thubaity/048.mp3,09:03
,16,49,Surat  Al-Hujurat,https://www.quran.com/49,https://download.quranicaudio.com/quran/thubaity/049.mp3,05:36
,16,50,Surat  Qaf,https://www.quran.com/50,https://download.quranicaudio.com/quran/thubaity/050.mp3,05:53
,16,51,Surat  Adh-Dhariyat,https://www.quran.com/51,https://download.quranicaudio.com/quran/thubaity/051.mp3,06:06
,16,52,Surat  At-Tur,https://www.quran.com/52,https://download.quranicaudio.com/quran/thubaity/052.mp3,04:57
,16,53,Surat  An-Najm,https://www.quran.com/53,https://download.quranicaudio.com/quran/thubaity/053.mp3,05:23
,16,54,Surat  Al-Qamar,https://www.quran.com/54,https://download.quranicaudio.com/quran/thubaity/054.mp3,05:26
,16,55,Surat  Ar-Rahman,https://www.quran.com/55,https://download.quranicaudio.com/quran/thubaity/055.mp3,08:35
,16,56,Surat  Al-Waqi'ah,https://www.quran.com/56,https://download.quranicaudio.com/quran/thubaity/056.mp3,07:01
,16,57,Surat  Al-Hadid,https://www.quran.com/57,https://download.quranicaudio.com/quran/thubaity/057.mp3,09:04
,16,58,Surat  Al-Mujadila,https://www.quran.com/58,https://download.quranicaudio.com/quran/thubaity/058.mp3,07:38
,16,59,Surat  Al-Hashr,https://www.quran.com/59,https://download.quranicaudio.com/quran/thubaity/059.mp3,07:21
,16,60,Surat  Al-Mumtahanah,https://www.quran.com/60,https://download.quranicaudio.com/quran/thubaity/060.mp3,05:22
,16,61,Surat  As-Saf,https://www.quran.com/61,https://download.quranicaudio.com/quran/thubaity/061.mp3,03:37
